sample_id	env	psn	title	public	bodysite	latitude	taxon_id	body_site	elevation	env_biome	longitude	host_taxid	description	env_feature	env_package	sample_type	body_habitat	body_product	env_material	geo_loc_name	dna_extracted	sequencecenter	host_subject_id	scientific_name	host_common_name	animations_gradient	host_scientific_name	animations_trajectory	physical_specimen_location	physical_specimen_remaining	qiita_study_id
1928.SRS014625.SRX020555.SRR045705	Vaginal	700023279	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Vaginal_introitus	38.98	1632839	UBERON:vaginal introitus	97	urban biome	-77.11	9606	HMP_SRS014625.SRX020555.SRR045705	host-associated habitat	human-vaginal	mucus	UBERON:vagina	UBERON:mucus	mucus	USA	TRUE	WUGSC	700023279	human vaginal metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014627.SRX020555.SRR045689	Vaginal	700023281	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Mid_vagina	38.98	1632839	UBERON:central vagina	97	urban biome	-77.11	9606	HMP_SRS014627.SRX020555.SRR045689	host-associated habitat	human-vaginal	mucus	UBERON:vagina	UBERON:mucus	mucus	USA	TRUE	WUGSC	700023281	human vaginal metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014629.SRX020555.SRR045687	Vaginal	700023283	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Posterior_fornix	38.98	1632839	UBERON:posterior fornix of vagina	97	urban biome	-77.11	9606	HMP_SRS014629.SRX020555.SRR045687	host-associated habitat	human-vaginal	mucus	UBERON:vagina	UBERON:mucus	mucus	USA	TRUE	WUGSC	700023283	human vaginal metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014651.SRX020551.SRR045514	Oral	700023305	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Tongue_dorsum	38.98	447426	UBERON:tongue	97	urban biome	-77.11	9606	HMP_SRS014651.SRX020551.SRR045514	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023305	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014651.SRX020560.SRR043641	Oral	700023305	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Tongue_dorsum	38.98	447426	UBERON:tongue	97	urban biome	-77.11	9606	HMP_SRS014651.SRX020560.SRR043641	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023305	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014653.SRX020551.SRR045513	Oral	700023307	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Hard_palate	38.98	447426	UBERON:hard palate	97	urban biome	-77.11	9606	HMP_SRS014653.SRX020551.SRR045513	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023307	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014653.SRX020560.SRR047365	Oral	700023307	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Hard_palate	38.98	447426	UBERON:hard palate	97	urban biome	-77.11	9606	HMP_SRS014653.SRX020560.SRR047365	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023307	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014655.SRX020529.SRR046643	Oral	700023309	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Buccal_mucosa	38.98	447426	UBERON:buccal mucosa	97	urban biome	-77.11	9606	HMP_SRS014655.SRX020529.SRR046643	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023309	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014655.SRX020547.SRR049334	Oral	700023309	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Buccal_mucosa	38.98	447426	UBERON:buccal mucosa	97	urban biome	-77.11	9606	HMP_SRS014655.SRX020547.SRR049334	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023309	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014655.SRX020551.SRR045498	Oral	700023309	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Buccal_mucosa	38.98	447426	UBERON:buccal mucosa	97	urban biome	-77.11	9606	HMP_SRS014655.SRX020551.SRR045498	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023309	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014655.SRX020557.SRR046102	Oral	700023309	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Buccal_mucosa	38.98	447426	UBERON:buccal mucosa	97	urban biome	-77.11	9606	HMP_SRS014655.SRX020557.SRR046102	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023309	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014657.SRX020551.SRR045526	Oral	700023311	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Attached_Keratinized_gingiva	38.98	447426	UBERON:gingiva	97	urban biome	-77.11	9606	HMP_SRS014657.SRX020551.SRR045526	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023311	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014657.SRX020560.SRR043629	Oral	700023311	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Attached_Keratinized_gingiva	38.98	447426	UBERON:gingiva	97	urban biome	-77.11	9606	HMP_SRS014657.SRX020560.SRR043629	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023311	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014659.SRX020551.SRR045497	Stool	700023313	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Stool	38.98	408170	UBERON:feces	97	urban biome	-77.11	9606	HMP_SRS014659.SRX020551.SRR045497	host-associated habitat	human-gut	stool	UBERON:feces	UBERON:feces	feces	USA	TRUE	WUGSC	700023313	human gut metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014659.SRX020560.SRR043602	Stool	700023313	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Stool	38.98	408170	UBERON:feces	97	urban biome	-77.11	9606	HMP_SRS014659.SRX020560.SRR043602	host-associated habitat	human-gut	stool	UBERON:feces	UBERON:feces	feces	USA	TRUE	WUGSC	700023313	human gut metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014661.SRX020529.SRR049408	Oral	700023315	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Palatine_Tonsils	38.98	447426	UBERON:palatine tonsil	97	urban biome	-77.11	9606	HMP_SRS014661.SRX020529.SRR049408	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023315	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014661.SRX020551.SRR045528	Oral	700023315	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Palatine_Tonsils	38.98	447426	UBERON:palatine tonsil	97	urban biome	-77.11	9606	HMP_SRS014661.SRX020551.SRR045528	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023315	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014663.SRX020551.SRR047538	Oral	700023317	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Throat	38.98	447426	UBERON:throat	97	urban biome	-77.11	9606	HMP_SRS014663.SRX020551.SRR047538	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023317	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014663.SRX020560.SRR043621	Oral	700023317	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Throat	38.98	447426	UBERON:throat	97	urban biome	-77.11	9606	HMP_SRS014663.SRX020560.SRR043621	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023317	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014665.SRX020547.SRR045777	Skin	700023319	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	L_Retroauricular_crease	38.98	539655	UBERON:skin of external ear	97	urban biome	-77.11	9606	HMP_SRS014665.SRX020547.SRR045777	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023319	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014665.SRX020557.SRR047624	Skin	700023319	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	L_Retroauricular_crease	38.98	539655	UBERON:skin of external ear	97	urban biome	-77.11	9606	HMP_SRS014665.SRX020557.SRR047624	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023319	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014667.SRX020551.SRR045534	Skin	700023321	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	R_Retroauricular_crease	38.98	539655	UBERON:skin of external ear	97	urban biome	-77.11	9606	HMP_SRS014667.SRX020551.SRR045534	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023321	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014667.SRX020560.SRR043599	Skin	700023321	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	R_Retroauricular_crease	38.98	539655	UBERON:skin of external ear	97	urban biome	-77.11	9606	HMP_SRS014667.SRX020560.SRR043599	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023321	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014667.SRX020561.SRR043920	Skin	700023321	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	R_Retroauricular_crease	38.98	539655	UBERON:skin of external ear	97	urban biome	-77.11	9606	HMP_SRS014667.SRX020561.SRR043920	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023321	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014667.SRX020582.SRR043966	Skin	700023321	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	R_Retroauricular_crease	38.98	539655	UBERON:skin of external ear	97	urban biome	-77.11	9606	HMP_SRS014667.SRX020582.SRR043966	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023321	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014669.SRX020547.SRR047564	Skin	700023323	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	L_Antecubital_fossa	38.98	539655	UBERON:skin of elbow	97	urban biome	-77.11	9606	HMP_SRS014669.SRX020547.SRR047564	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023323	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014669.SRX020557.SRR046095	Skin	700023323	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	L_Antecubital_fossa	38.98	539655	UBERON:skin of elbow	97	urban biome	-77.11	9606	HMP_SRS014669.SRX020557.SRR046095	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023323	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014671.SRX020547.SRR045757	Skin	700023325	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	R_Antecubital_fossa	38.98	539655	UBERON:skin of elbow	97	urban biome	-77.11	9606	HMP_SRS014671.SRX020547.SRR045757	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023325	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014671.SRX020557.SRR046076	Skin	700023325	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	R_Antecubital_fossa	38.98	539655	UBERON:skin of elbow	97	urban biome	-77.11	9606	HMP_SRS014671.SRX020557.SRR046076	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023325	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014675.SRX020551.SRR045537	Oral	700023329	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Supragingival_plaque	38.98	447426	UBERON:tooth	97	urban biome	-77.11	9606	HMP_SRS014675.SRX020551.SRR045537	host-associated habitat	human-oral	supragingival dental plaque	UBERON:oral cavity	UBERON:supragingival dental plaque	organic material	USA	TRUE	WUGSC	700023329	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014675.SRX020560.SRR043605	Oral	700023329	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Supragingival_plaque	38.98	447426	UBERON:tooth	97	urban biome	-77.11	9606	HMP_SRS014675.SRX020560.SRR043605	host-associated habitat	human-oral	supragingival dental plaque	UBERON:oral cavity	UBERON:supragingival dental plaque	organic material	USA	TRUE	WUGSC	700023329	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014677.SRX020551.SRR045548	Oral	700023331	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Subgingival_plaque	38.98	447426	UBERON:tooth	97	urban biome	-77.11	9606	HMP_SRS014677.SRX020551.SRR045548	host-associated habitat	human-oral	subgingival dental plaque	UBERON:oral cavity	UBERON:subgingival dental plaque	organic material	USA	TRUE	WUGSC	700023331	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014677.SRX020560.SRR043592	Oral	700023331	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Subgingival_plaque	38.98	447426	UBERON:tooth	97	urban biome	-77.11	9606	HMP_SRS014677.SRX020560.SRR043592	host-associated habitat	human-oral	subgingival dental plaque	UBERON:oral cavity	UBERON:subgingival dental plaque	organic material	USA	TRUE	WUGSC	700023331	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014746.SRX020558.SRR047406	Oral	700023400	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Saliva	38.98	447426	UBERON:saliva	97	urban biome	-77.11	9606	HMP_SRS014746.SRX020558.SRR047406	host-associated habitat	human-oral	saliva	UBERON:saliva	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023400	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014750.SRX020558.SRR043758	Oral	700023404	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Tongue_dorsum	38.98	447426	UBERON:tongue	97	urban biome	-77.11	9606	HMP_SRS014750.SRX020558.SRR043758	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023404	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014752.SRX020566.SRR046170	Oral	700023406	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Hard_palate	38.98	447426	UBERON:hard palate	97	urban biome	-77.11	9606	HMP_SRS014752.SRX020566.SRR046170	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023406	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014756.SRX020558.SRR043762	Oral	700023410	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Attached_Keratinized_gingiva	38.98	447426	UBERON:gingiva	97	urban biome	-77.11	9606	HMP_SRS014756.SRX020558.SRR043762	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023410	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014758.SRX020558.SRR047408	Oral	700023412	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Palatine_Tonsils	38.98	447426	UBERON:palatine tonsil	97	urban biome	-77.11	9606	HMP_SRS014758.SRX020558.SRR047408	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023412	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014760.SRX020558.SRR048948	Oral	700023414	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Throat	38.98	447426	UBERON:throat	97	urban biome	-77.11	9606	HMP_SRS014760.SRX020558.SRR048948	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023414	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014762.SRX020558.SRR043749	Oral	700023416	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Supragingival_plaque	38.98	447426	UBERON:tooth	97	urban biome	-77.11	9606	HMP_SRS014762.SRX020558.SRR043749	host-associated habitat	human-oral	supragingival dental plaque	UBERON:oral cavity	UBERON:supragingival dental plaque	organic material	USA	TRUE	WUGSC	700023416	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014764.SRX020558.SRR043770	Oral	700023418	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Subgingival_plaque	38.98	447426	UBERON:tooth	97	urban biome	-77.11	9606	HMP_SRS014764.SRX020558.SRR043770	host-associated habitat	human-oral	subgingival dental plaque	UBERON:oral cavity	UBERON:subgingival dental plaque	organic material	USA	TRUE	WUGSC	700023418	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014770.SRX020561.SRR043897	Skin	700023424	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	R_Retroauricular_crease	38.98	539655	UBERON:skin of external ear	97	urban biome	-77.11	9606	HMP_SRS014770.SRX020561.SRR043897	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023424	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014770.SRX020566.SRR046157	Skin	700023424	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	R_Retroauricular_crease	38.98	539655	UBERON:skin of external ear	97	urban biome	-77.11	9606	HMP_SRS014770.SRX020566.SRR046157	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023424	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014770.SRX020582.SRR043947	Skin	700023424	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	R_Retroauricular_crease	38.98	539655	UBERON:skin of external ear	97	urban biome	-77.11	9606	HMP_SRS014770.SRX020582.SRR043947	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023424	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014772.SRX020566.SRR046164	Skin	700023426	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	L_Antecubital_fossa	38.98	539655	UBERON:skin of elbow	97	urban biome	-77.11	9606	HMP_SRS014772.SRX020566.SRR046164	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023426	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014774.SRX020566.SRR046161	Skin	700023428	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	R_Antecubital_fossa	38.98	539655	UBERON:skin of elbow	97	urban biome	-77.11	9606	HMP_SRS014774.SRX020566.SRR046161	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023428	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014778.SRX020558.SRR043793	Vaginal	700023432	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Vaginal_introitus	38.98	1632839	UBERON:vaginal introitus	97	urban biome	-77.11	9606	HMP_SRS014778.SRX020558.SRR043793	host-associated habitat	human-vaginal	mucus	UBERON:vagina	UBERON:mucus	mucus	USA	TRUE	WUGSC	700023432	human vaginal metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014780.SRX020558.SRR047398	Vaginal	700023434	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Mid_vagina	38.98	1632839	UBERON:central vagina	97	urban biome	-77.11	9606	HMP_SRS014780.SRX020558.SRR047398	host-associated habitat	human-vaginal	mucus	UBERON:vagina	UBERON:mucus	mucus	USA	TRUE	WUGSC	700023434	human vaginal metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014782.SRX020558.SRR043759	Vaginal	700023436	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Posterior_fornix	38.98	1632839	UBERON:posterior fornix of vagina	97	urban biome	-77.11	9606	HMP_SRS014782.SRX020558.SRR043759	host-associated habitat	human-vaginal	mucus	UBERON:vagina	UBERON:mucus	mucus	USA	TRUE	WUGSC	700023436	human vaginal metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014803.SRX020555.SRR045684	Oral	700023457	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Saliva	38.98	447426	UBERON:saliva	97	urban biome	-77.11	9606	HMP_SRS014803.SRX020555.SRR045684	host-associated habitat	human-oral	saliva	UBERON:saliva	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023457	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014807.SRX020555.SRR045713	Oral	700023461	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Tongue_dorsum	38.98	447426	UBERON:tongue	97	urban biome	-77.11	9606	HMP_SRS014807.SRX020555.SRR045713	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023461	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014809.SRX020555.SRR045685	Oral	700023463	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Hard_palate	38.98	447426	UBERON:hard palate	97	urban biome	-77.11	9606	HMP_SRS014809.SRX020555.SRR045685	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023463	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014811.SRX020555.SRR045680	Oral	700023465	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Buccal_mucosa	38.98	447426	UBERON:buccal mucosa	97	urban biome	-77.11	9606	HMP_SRS014811.SRX020555.SRR045680	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023465	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014813.SRX020555.SRR045718	Oral	700023467	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Attached_Keratinized_gingiva	38.98	447426	UBERON:gingiva	97	urban biome	-77.11	9606	HMP_SRS014813.SRX020555.SRR045718	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023467	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014815.SRX020555.SRR045728	Oral	700023469	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Palatine_Tonsils	38.98	447426	UBERON:palatine tonsil	97	urban biome	-77.11	9606	HMP_SRS014815.SRX020555.SRR045728	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023469	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014817.SRX020555.SRR045734	Oral	700023471	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Throat	38.98	447426	UBERON:throat	97	urban biome	-77.11	9606	HMP_SRS014817.SRX020555.SRR045734	host-associated habitat	human-oral	saliva	UBERON:oral cavity	UBERON:saliva	sebum	USA	TRUE	WUGSC	700023471	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014819.SRX020555.SRR045690	Oral	700023473	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Supragingival_plaque	38.98	447426	UBERON:tooth	97	urban biome	-77.11	9606	HMP_SRS014819.SRX020555.SRR045690	host-associated habitat	human-oral	supragingival dental plaque	UBERON:oral cavity	UBERON:supragingival dental plaque	organic material	USA	TRUE	WUGSC	700023473	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014821.SRX020555.SRR045707	Oral	700023475	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Subgingival_plaque	38.98	447426	UBERON:tooth	97	urban biome	-77.11	9606	HMP_SRS014821.SRX020555.SRR045707	host-associated habitat	human-oral	subgingival dental plaque	UBERON:oral cavity	UBERON:subgingival dental plaque	organic material	USA	TRUE	WUGSC	700023475	human oral metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014823.SRX020555.SRR045736	Stool	700023477	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	Stool	38.98	408170	UBERON:feces	97	urban biome	-77.11	9606	HMP_SRS014823.SRX020555.SRR045736	host-associated habitat	human-gut	stool	UBERON:feces	UBERON:feces	feces	USA	TRUE	WUGSC	700023477	human gut metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014825.SRX020566.SRR046180	Skin	700023479	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	L_Retroauricular_crease	38.98	539655	UBERON:skin of external ear	97	urban biome	-77.11	9606	HMP_SRS014825.SRX020566.SRR046180	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023479	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014827.SRX020529.SRR046646	Skin	700023481	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	R_Retroauricular_crease	38.98	539655	UBERON:skin of external ear	97	urban biome	-77.11	9606	HMP_SRS014827.SRX020529.SRR046646	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023481	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
1928.SRS014827.SRX020561.SRR049869	Skin	700023481	Structure, function and diversity of the healthy human microbiome (V35)	TRUE	R_Retroauricular_crease	38.98	539655	UBERON:skin of external ear	97	urban biome	-77.11	9606	HMP_SRS014827.SRX020561.SRR049869	host-associated habitat	human-skin	sebum	UBERON:skin	UBERON:sebum	sebum	USA	TRUE	WUGSC	700023481	human skin metagenome	human	0	Homo sapiens	NA	HMP-DACC	FALSE	1928
